text-de,class,text-en,class-formatted,class-en
"Sehr geehrtes Team, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit Diabetes anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Dear team, I would like to know if you also offer products for people with diabetes. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Guten Tag, ich habe eine Beschwerde bezüglich eines beschädigten Pakets, das ich kürzlich erhalten habe. Wie kann ich diese reklamieren?", Allgemeine Anfrage,"Good afternoon, I have a complaint regarding a damaged package that I have recently received. How can I complain about it?",Allgemeine_Anfrage,General request
"Hallo, ich interessiere mich für Ihre Zusatzleistungen im Bereich Kundenbetreuung. Könnten Sie mir diese bitte näher erläutern?", Allgemeine Anfrage,"Hello, I am interested in your additional services in the area of customer service. Could you please explain them to me?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich habe eine Frage zu den Umtauschmöglichkeiten für Artikel aus dem Sale-Bereich. Könnten Sie mir hierzu Auskunft geben?", Allgemeine Anfrage,"Dear team, I have a question about the exchange possibilities for items from the sale area. Could you give me information on this?",Allgemeine_Anfrage,General request
"Guten Tag, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit speziellen Ernährungsbedürfnissen anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Good day, I would like to know if you also offer products for people with special nutritional needs. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Hallo, ich habe ein Problem mit der Anzeige Ihrer Website auf meinem mobilen Gerät. Können Sie mir dabei helfen?", Allgemeine Anfrage,"Hello, I have a problem with displaying your website on my mobile device. Can you help me with this?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich interessiere mich für Ihre Kundenbewertungen. Wo kann ich diese einsehen?", Allgemeine Anfrage,"Dear team, I am interested in your customer reviews. Where can I see them?",Allgemeine_Anfrage,General request
"Guten Tag, ich habe Schwierigkeiten beim Hinzufügen eines Produkts zum Warenkorb auf Ihrer Website. Können Sie mir dabei helfen?", Allgemeine Anfrage,"Good day, I have difficulty adding a product to the shopping cart on your website. Can you help me?",Allgemeine_Anfrage,General request
"Hallo, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit Einschränkungen im Bewegungsapparat anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Hello, I would like to know if you also offer products for people with limitations in the musculoskeletal system. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich habe eine Beschwerde bezüglich eines beschädigten Artikels, den ich kürzlich erhalten habe. Wie kann ich diese reklamieren?", Allgemeine Anfrage,"Dear team, I have a complaint regarding a damaged article I recently received. How can I complain about it?",Allgemeine_Anfrage,General request
"Guten Tag, ich interessiere mich für Ihre Datenschutzrichtlinien. Wo kann ich diese einsehen?", Allgemeine Anfrage,"Hello, I am interested in your privacy policy. Where can I view it?",Allgemeine_Anfrage,General request
"Hallo, ich habe eine Frage zu den Zahlungsmöglichkeiten in Ihrem Onlineshop. Könnten Sie mir diese bitte zur Verfügung stellen?", Allgemeine Anfrage,"Hello, I have a question about the payment options in your online shop. Could you please make them available to me?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit Diabetes anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Dear team, I would like to know if you also offer products for people with diabetes. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Guten Tag, ich habe eine Beschwerde bezüglich eines beschädigten Pakets, das ich kürzlich erhalten habe. Wie kann ich diese reklamieren?", Allgemeine Anfrage,"Good afternoon, I have a complaint regarding a damaged package that I have recently received. How can I complain about it?",Allgemeine_Anfrage,General request
"Hallo, ich interessiere mich für Ihre Zusatzleistungen im Bereich Kundenbetreuung. Könnten Sie mir diese bitte näher erläutern?", Allgemeine Anfrage,"Hello, I am interested in your additional services in the area of customer service. Could you please explain them to me?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich habe eine Frage zu den Umtauschmöglichkeiten für Artikel aus dem Sale-Bereich. Könnten Sie mir hierzu Auskunft geben?", Allgemeine Anfrage,"Dear team, I have a question about the exchange possibilities for items from the sale area. Could you give me information on this?",Allgemeine_Anfrage,General request
"Guten Tag, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit speziellen Ernährungsbedürfnissen anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Good day, I would like to know if you also offer products for people with special nutritional needs. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Hallo, ich habe ein Problem mit der Anzeige Ihrer Website auf meinem mobilen Gerät. Können Sie mir dabei helfen?", Allgemeine Anfrage,"Hello, I have a problem with displaying your website on my mobile device. Can you help me with this?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich interessiere mich für Ihre Kundenbewertungen. Wo kann ich diese einsehen?", Allgemeine Anfrage,"Dear team, I am interested in your customer reviews. Where can I see them?",Allgemeine_Anfrage,General request
"Guten Tag, ich habe Schwierigkeiten beim Hinzufügen eines Produkts zum Warenkorb auf Ihrer Website. Können Sie mir dabei helfen?", Allgemeine Anfrage,"Good day, I have difficulty adding a product to the shopping cart on your website. Can you help me?",Allgemeine_Anfrage,General request
"Hallo, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit Einschränkungen im Bewegungsapparat anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Hello, I would like to know if you also offer products for people with limitations in the musculoskeletal system. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich habe eine Beschwerde bezüglich eines beschädigten Artikels, den ich kürzlich erhalten habe. Wie kann ich diese reklamieren?", Allgemeine Anfrage,"Dear team, I have a complaint regarding a damaged article I recently received. How can I complain about it?",Allgemeine_Anfrage,General request
"Guten Tag, ich interessiere mich für Ihre Datenschutzrichtlinien. Wo kann ich diese einsehen?", Allgemeine Anfrage,"Hello, I am interested in your privacy policy. Where can I view it?",Allgemeine_Anfrage,General request
"Hallo, ich habe eine Frage zu den Zahlungsmöglichkeiten in Ihrem Onlineshop. Könnten Sie mir diese bitte zur Verfügung stellen?", Allgemeine Anfrage,"Hello, I have a question about the payment options in your online shop. Could you please make them available to me?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit Diabetes anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Dear team, I would like to know if you also offer products for people with diabetes. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Guten Tag, ich habe eine Beschwerde bezüglich eines beschädigten Pakets, das ich kürzlich erhalten habe. Wie kann ich diese reklamieren?", Allgemeine Anfrage,"Good afternoon, I have a complaint regarding a damaged package that I have recently received. How can I complain about it?",Allgemeine_Anfrage,General request
"Hallo, ich interessiere mich für Ihre Zusatzleistungen im Bereich Kundenbetreuung. Könnten Sie mir diese bitte näher erläutern?", Allgemeine Anfrage,"Hello, I am interested in your additional services in the area of customer service. Could you please explain them to me?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich habe eine Frage zu den Umtauschmöglichkeiten für Artikel aus dem Sale-Bereich. Könnten Sie mir hierzu Auskunft geben?", Allgemeine Anfrage,"Dear team, I have a question about the exchange possibilities for items from the sale area. Could you give me information on this?",Allgemeine_Anfrage,General request
"Guten Tag, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit speziellen Ernährungsbedürfnissen anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Good day, I would like to know if you also offer products for people with special nutritional needs. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Hallo, ich habe ein Problem mit der Anzeige Ihrer Website auf meinem mobilen Gerät. Können Sie mir dabei helfen?", Allgemeine Anfrage,"Hello, I have a problem with displaying your website on my mobile device. Can you help me with this?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich interessiere mich für Ihre Kundenbewertungen. Wo kann ich diese einsehen?", Allgemeine Anfrage,"Dear team, I am interested in your customer reviews. Where can I see them?",Allgemeine_Anfrage,General request
"Guten Tag, ich habe Schwierigkeiten beim Hinzufügen eines Produkts zum Warenkorb auf Ihrer Website. Können Sie mir dabei helfen?", Allgemeine Anfrage,"Good day, I have difficulty adding a product to the shopping cart on your website. Can you help me?",Allgemeine_Anfrage,General request
"Hallo, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit Einschränkungen im Bewegungsapparat anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Hello, I would like to know if you also offer products for people with limitations in the musculoskeletal system. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich habe eine Beschwerde bezüglich eines beschädigten Artikels, den ich kürzlich erhalten habe. Wie kann ich diese reklamieren?", Allgemeine Anfrage,"Dear team, I have a complaint regarding a damaged article I recently received. How can I complain about it?",Allgemeine_Anfrage,General request
